Product_Collection,Vertical_Segment,Launch_Year,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Cache,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth
Intel® Atom™ Processor E Series,Embedded,2013.75,22,31,1,1,1.46,512,64-bit,5,8,1,35.07890148212729
Intel® Atom™ Processor E Series,Embedded,2013.75,22,34,2,2,1.33,1,64-bit,6,8,1,35.07890148212729
Intel® Atom™ Processor E Series,Embedded,2013.75,22,37,2,2,1.46,1,64-bit,7,8,2,35.07890148212729
Intel® Atom™ Processor E Series,Embedded,2013.75,22,41,2,2,1.75,1,64-bit,8,8,2,35.07890148212729
Intel® Atom™ Processor E Series,Embedded,2013.75,22,52,4,4,1.91,2,64-bit,10,8,2,35.07890148212729
Intel® Quark™ SoC X1000 Series,Embedded,2013.75,32,9.62,1,1,400,16,32-bit,2.2,2,1,1.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.75,22,346,2,4,2.9,4,64-bit,37,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.75,22,623,4,8,2.6,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.75,22,225,2,4,2.5,3,64-bit,37,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.75,22,225,2,4,2.8,3,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.75,22,266,2,4,2.8,3,64-bit,37,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.75,22,225,2,4,2.6,3,64-bit,37,32,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.75,22,225,2,4,2.4,3,64-bit,37,32,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.75,22,225,2,4,2.5,3,64-bit,37,32,2,25.6
Intel® Celeron® Processor 2000 Series,Mobile,2013.75,22,75,2,2,2,2,64-bit,37,32,2,25.6
Intel® Celeron® Processor 2000 Series,Mobile,2013.75,22,107,2,2,1.4,2,64-bit,15,16,2,25.6
Intel® Celeron® Processor 2000 Series,Mobile,2013.75,22,310.6126932084309,2,2,1.1,2,64-bit,11.5,16,2,25.6
Intel® Celeron® Processor 2000 Series,Mobile,2013.75,22,310.6126932084309,2,2,1.6,2,64-bit,15,16,2,25.6
Intel® Celeron® Processor N Series,Mobile,2013.5,22,310.6126932084309,2,2,1.46,1,64-bit,4.3,4,1,35.07890148212729
Intel® Celeron® Processor J Series,Desktop,2013.5,22,310.6126932084309,2,2,2.41,1,64-bit,10,8,2,35.07890148212729
Intel® Pentium® Processor J Series,Desktop,2013.5,22,94,4,4,2.41,2,64-bit,10,8,2,35.07890148212729
Intel® Pentium® Processor N Series,Mobile,2013.5,22,310.6126932084309,4,4,2,2,64-bit,7.5,8,2,35.07890148212729
Intel® Pentium® Processor 3000 Series,Mobile,2013.5,22,310.6126932084309,2,2,1.2,2,64-bit,11.5,16,2,25.6
Intel® Pentium® Processor 3000 Series,Mobile,2013.5,22,310.6126932084309,2,2,1.7,2,64-bit,15,16,2,25.6
Intel® Pentium® Processor 2000 Series,Mobile,2013.5,22,134,2,2,1.9,2,64-bit,17,32,2,25.6
Intel® Pentium® Processor 1000 Series,Mobile,2013.5,22,310.6126932084309,2,2,2.1,1,64-bit,35,32,2,25.6
Intel® Celeron® Processor G Series,Desktop,2013.5,22,42,2,2,2.4,2,64-bit,35,32,2,21
Intel® Celeron® Processor G Series,Desktop,2013.5,22,52,2,2,2.8,2,64-bit,55,32,2,21
Intel® Celeron® Processor J Series,Desktop,2013.5,22,310.6126932084309,4,4,2,2,64-bit,10,8,2,35.07890148212729
Intel® Celeron® Processor N Series,Mobile,2013.5,22,310.6126932084309,2,2,2,1,64-bit,7.5,8,2,35.07890148212729
Intel® Celeron® Processor N Series,Mobile,2013.5,22,310.6126932084309,4,4,1.6,2,64-bit,7.5,8.79,2,35.07890148212729
Intel® Core™ X-series Processors,Desktop,2013.5,22,332,4,8,3.7,10,64-bit,130,64,4,59.7
Intel® Core™ X-series Processors,Desktop,2013.5,22,594,6,12,3.4,12,64-bit,130,64,4,59.7
Intel® Core™ X-series Processors,Desktop,2013.5,22,1,6,12,3.6,15,64-bit,130,64,4,59.7
Intel® Atom™ Processor C Series,Server,2013.5,22,43,2,2,1.7,1,64-bit,6,16,1,10.7
Intel® Atom™ Processor C Series,Server,2013.5,22,70,4,4,1.7,2,64-bit,9,32,2,21.3
Intel® Atom™ Processor C Series,Server,2013.5,22,86,4,4,2.4,2,64-bit,14,64,2,25.6
Intel® Atom™ Processor C Series,Server,2013.5,22,150,8,8,1.7,4,64-bit,12,32,2,25.6
Intel® Atom™ Processor C Series,Server,2013.5,22,171,8,8,2.4,4,64-bit,20,64,2,25.6
Intel® Atom™ Processor C Series,Embedded,2013.5,22,60,2,2,1.7,1,64-bit,7,16,1,35.07890148212729
Intel® Atom™ Processor C Series,Embedded,2013.5,22,60,2,2,1.7,1,64-bit,7,16,1,35.07890148212729
Intel® Atom™ Processor C Series,Embedded,2013.5,22,91,4,4,1.7,2,64-bit,13,32,2,35.07890148212729
Intel® Atom™ Processor C Series,Embedded,2013.5,22,104,4,4,2.4,2,64-bit,15,64,2,35.07890148212729
Intel® Atom™ Processor C Series,Embedded,2013.5,22,104,4,4,2.4,2,64-bit,15,64,2,35.07890148212729
Intel® Atom™ Processor C Series,Embedded,2013.5,22,182,8,8,2,4,64-bit,18,32,2,35.07890148212729
Intel® Atom™ Processor C Series,Embedded,2013.5,22,208,8,8,2.4,4,64-bit,20,64,2,35.07890148212729
Intel® Atom™ Processor C Series,Embedded,2013.5,22,208,8,8,2.4,4,64-bit,20,64,2,35.07890148212729
Intel® Atom™ Processor Z Series,Mobile,2013.5,22,310.6126932084309,4,4,1.33,2,64-bit,62.42167580910587,4,2,17.1
Intel® Atom™ Processor Z Series,Mobile,2013.5,22,310.6126932084309,4,4,1.33,2,64-bit,62.42167580910587,2,1,10.6
Intel® Atom™ Processor Z Series,Mobile,2013.5,22,310.6126932084309,4,4,1.46,2,64-bit,62.42167580910587,4,2,17.1
Intel® Atom™ Processor Z Series,Mobile,2013.5,22,37,4,4,1.5,2,64-bit,62.42167580910587,2,1,10.6
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,2614,12,24,2.7,30,64-bit,130,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,2336,12,24,2.4,30,64-bit,115,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,2057,10,20,3,25,64-bit,130,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,1723,10,20,2.8,25,64-bit,115,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,2108,8,16,3.4,25,64-bit,150,256,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,1552,10,20,2.5,25,64-bit,115,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,2,8,16,3.3,25,64-bit,130,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,1389,10,20,2.2,25,64-bit,95,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,1,10,20,1.7,25,64-bit,70,768,4,51.2
Intel® Xeon® Processor E5 v2 Family,Embedded,2013.5,22,1,10,20,2.4,25,64-bit,95,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,1166,8,16,2.6,20,64-bit,95,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Embedded,2013.5,22,1,10,20,1.9,25,64-bit,70,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,1,6,12,3.5,25,64-bit,130,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,885,8,16,2,20,64-bit,95,768,4,51.2
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,996,4,8,3.5,15,64-bit,130,768,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,612,6,12,2.4,15,64-bit,60,768,4,51.2
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,612,6,12,2.6,15,64-bit,80,768,4,51.2
Intel® Xeon® Processor E5 v2 Family,Embedded,2013.5,22,1,8,16,1.9,20,64-bit,70,768,4,51.2
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,406,6,12,2.1,15,64-bit,80,768,4,51.2
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,1080,6,12,3.7,15,64-bit,130,256,4,59.7
Intel® Xeon® Processor E5 v2 Family,Embedded,2013.5,22,632,6,12,2,15,64-bit,50,768,4,42.6
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,583,6,12,3.5,12,64-bit,130,256,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,294,4,4,2.5,10,64-bit,80,768,4,42.6
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,294,4,8,3.7,10,64-bit,130,256,4,59.7
Intel® Xeon® Processor E5 v2 Family,Server,2013.5,22,202,4,4,1.8,10,64-bit,80,768,4,42.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.5,22,310.6126932084309,2,4,1.1,4,64-bit,13,32,2,25.6
Intel® Xeon® Processor E3 v2 Family,Embedded,2013.5,22,389,4,8,1.8,8,64-bit,25,32,2,25.6
Intel® Xeon® Processor E3 v2 Family,Embedded,2013.5,22,545,4,8,2.5,8,64-bit,40,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,426,2,4,2.8,4,64-bit,28,16,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,426,2,4,1.5,4,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,393,2,4,1.8,4,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,426,2,4,1.7,4,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,393,2,4,1.7,4,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,393,2,4,2.1,4,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i7 Processors,Desktop,2013.5,22,314,4,8,3.5,8,64-bit,84,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,434,4,8,2,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,434,4,8,2.3,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.5,22,623,4,8,2.4,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,315,2,4,2.6,3,64-bit,28,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,315,2,4,2.4,3,64-bit,28,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,315,2,4,1.3,3,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,281,2,4,1.5,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,281,2,4,1.6,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,281,2,4,1.4,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,281,2,4,1.6,3,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,315,2,4,1.4,3,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,310.6126932084309,2,4,1.6,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,281,2,4,1.6,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Mobile,2013.5,22,281,2,4,1.9,3,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.5,22,182,4,4,3.1,6,64-bit,84,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.5,22,182,4,4,2.8,6,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Embedded,2013.5,22,266,2,4,2.7,3,64-bit,37,16,2,35.07890148212729
4th Generation Intel® Core™ i5 Processors,Embedded,2013.5,22,266,2,4,1.6,3,64-bit,25,16,2,35.07890148212729
4th Generation Intel® Core™ i3 Processors,Mobile,2013.5,22,281,2,4,1.5,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.5,22,281,2,4,1.5,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.5,22,281,2,4,1.3,3,64-bit,11.5,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.5,22,281,2,4,1.7,3,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.5,22,275,2,4,1.7,3,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Desktop,2013.5,22,117,2,4,3.4,3,64-bit,54,32,2,25.6
4th Generation Intel® Core™ i3 Processors,Desktop,2013.5,22,117,2,4,2.9,3,64-bit,35,32,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.5,22,315,2,4,2,3,64-bit,28,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Embedded,2013.5,22,225,2,4,1.6,3,64-bit,25,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Mobile,2013.5,22,281,2,4,1.8,3,64-bit,15,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Embedded,2013.5,22,225,2,4,2.4,3,64-bit,37,16,2,25.6
4th Generation Intel® Core™ i3 Processors,Desktop,2013.5,22,149,2,4,3.6,4,64-bit,54,32,2,25.6
4th Generation Intel® Core™ i3 Processors,Embedded,2013.5,22,122,2,4,2.4,4,64-bit,35,32,2,25.6
4th Generation Intel® Core™ i3 Processors,Desktop,2013.5,22,138,2,4,3,4,64-bit,35,32,2,25.6
4th Generation Intel® Core™ i3 Processors,Desktop,2013.5,22,138,2,4,3.5,4,64-bit,54,32,2,25.6
Legacy Intel® Core™ Processors,Embedded,2013.5,22,293,2,4,2.5,4,64-bit,25,32,2,21.3
Legacy Intel® Core™ Processors,Desktop,2013.5,22,182,4,4,3.1,6,64-bit,77,32,2,25.6
Legacy Intel® Core™ Processors,Desktop,2013.5,22,182,4,4,2.8,6,64-bit,65,32,2,25.6
Intel® Pentium® Processor G Series,Desktop,2013.5,22,54,2,2,3,3,64-bit,53,32,2,21.3
Intel® Pentium® Processor G Series,Desktop,2013.5,22,64,2,2,2.6,3,64-bit,35,32,2,21.3
Intel® Pentium® Processor G Series,Embedded,2013.5,22,70,2,2,2.3,3,64-bit,35,32,2,21.3
Intel® Pentium® Processor G Series,Desktop,2013.5,22,75,2,2,3.2,3,64-bit,53,32,2,25.6
Intel® Pentium® Processor G Series,Desktop,2013.5,22,75,2,2,2.7,3,64-bit,35,32,2,25.6
Intel® Pentium® Processor G Series,Desktop,2013.5,22,86,2,2,3.3,3,64-bit,53,32,2,25.6
Intel® Celeron® Processor 2000 Series,Mobile,2013.5,22,107,2,2,1.4,2,64-bit,15,16,2,25.6
Intel® Celeron® Processor 2000 Series,Mobile,2013.5,22,107,2,2,1.6,2,64-bit,15,16,2,25.6
Intel® Celeron® Processor 1000 Series,Mobile,2013.5,22,75,2,2,1.9,2,64-bit,35,32,2,25.6
Intel® Celeron® Processor 1000 Series,Mobile,2013.5,22,75,2,2,1.6,2,64-bit,17,32,2,25.6
Intel® Core™ X-series Processors,Mobile,2013.25,22,310.6126932084309,4,8,3,8,64-bit,57,32,2,25.6
Intel® Atom™ Processor S Series,Server,2013.25,32,80,2,4,1.6,1,64-bit,11.7,8,1,35.07890148212729
Intel® Atom™ Processor S Series,Server,2013.25,32,103,2,4,1.6,1,64-bit,13.1,8,1,35.07890148212729
Intel® Atom™ Processor S Series,Server,2013.25,32,120,2,4,2,1,64-bit,14.1,8,1,35.07890148212729
Intel® Atom™ Processor Z Series,Mobile,2013.25,32,310.6126932084309,2,4,1.2,1,32-bit,62.42167580910587,2,2,8.5
Intel® Atom™ Processor Z Series,Mobile,2013.25,32,310.6126932084309,2,4,13.353362115488396,1,32-bit,62.42167580910587,2,2,8.5
Intel® Atom™ Processor Z Series,Mobile,2013.25,32,22,2,4,13.353362115488396,1,32-bit,62.42167580910587,2,2,8.5
Intel® Xeon Phi™ x100 Product Family,Server,2013.25,22,310.6126932084309,57,8.731416549789621,1.1,28.5,64-bit,300,6,12,240
Intel® Xeon Phi™ x100 Product Family,Server,2013.25,22,310.6126932084309,57,8.731416549789621,1.1,28.5,64-bit,300,6,12,240
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,193,4,4,3.1,8,64-bit,80,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,213,4,4,3.2,8,64-bit,84,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,240,4,8,3.3,8,64-bit,80,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,250,4,8,1.8,8,64-bit,25,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,262,4,8,3.4,8,64-bit,80,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,276,4,8,3.4,8,64-bit,84,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,339,4,8,3.5,8,64-bit,84,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,294,4,8,2.5,8,64-bit,45,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Embedded,2013.25,22,377,4,8,2.3,8,64-bit,45,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,328,4,8,3.5,8,64-bit,80,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,612,4,8,3.6,8,64-bit,82,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,662,4,8,3.6,8,64-bit,84,32,2,25.6
Intel® Xeon® Processor E3 v3 Family,Server,2013.25,22,310.6126932084309,4,8,3.1,8,64-bit,65,32,2,25.6
Intel® Xeon Phi™ x100 Product Family,Server,2013.25,22,310.6126932084309,60,8.731416549789621,1.05,30,64-bit,245,8,16,352
Intel® Xeon Phi™ x100 Product Family,Server,2013.25,22,310.6126932084309,61,8.731416549789621,1.24,30.5,64-bit,300,16,16,352
Intel® Xeon Phi™ x100 Product Family,Server,2013.25,22,310.6126932084309,61,8.731416549789621,1.24,30.5,64-bit,300,16,16,352
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,213,4,4,3.4,6,64-bit,84,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Embedded,2013.25,22,303,4,8,2.3,8,64-bit,45,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Desktop,2013.25,22,303,4,8,2.5,8,64-bit,45,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Desktop,2013.25,22,303,4,8,3.1,8,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Desktop,2013.25,22,358,4,8,3.2,6,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Desktop,2013.25,22,303,4,8,3.4,8,64-bit,84,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Desktop,2013.25,22,303,4,8,2,8,64-bit,35,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Desktop,2013.25,22,339,4,8,3.5,8,64-bit,84,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.25,22,378,4,8,2.2,6,64-bit,37,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.25,22,310.6126932084309,4,8,2.2,6,64-bit,37,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.25,22,378,4,8,2.4,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.25,22,378,4,8,2.4,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Embedded,2013.25,22,378,4,8,2.4,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.25,22,380,4,8,2.7,6,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i7 Processors,Mobile,2013.25,22,570,4,8,2.8,8,64-bit,47,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,182,4,4,3,6,64-bit,84,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,182,4,4,2.7,6,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Embedded,2013.25,22,192,2,4,2.7,4,64-bit,35,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,192,2,4,2.9,4,64-bit,35,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,192,4,4,2.9,6,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,255,4,4,2.7,4,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,192,4,4,3.2,6,64-bit,84,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,213,4,4,2.3,6,64-bit,45,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,276,4,4,3,4,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,213,4,4,3.1,6,64-bit,65,32,2,25.6
4th Generation Intel® Core™ i5 Processors,Desktop,2013.25,22,242,4,4,3.4,6,64-bit,84,32,2,25.6
Legacy Intel® Core™ Processors,Desktop,2013.25,22,134,2,4,3.4,3,64-bit,55,32,2,25.6
Legacy Intel® Core™ Processors,Desktop,2013.25,22,117,2,4,3.5,3,64-bit,55,32,2,25.6
Legacy Intel® Core™ Processors,Desktop,2013.25,22,117,2,4,3,3,64-bit,35,32,2,25.6
Intel® Pentium® Processor G Series,Desktop,2013.25,22,64,2,2,3,3,64-bit,55,32,2,21
Intel® Pentium® Processor G Series,Desktop,2013.25,22,64,2,2,2.6,3,64-bit,35,32,2,21
Intel® Pentium® Processor G Series,Desktop,2013.25,22,310.6126932084309,2,2,2.7,3,64-bit,35,32,2,25.6
Intel® Pentium® Processor G Series,Desktop,2013.25,22,93,2,2,3.3,3,64-bit,55,32,2,25.6
Intel® Celeron® Processor 1000 Series,Mobile,2013.25,22,310.6126932084309,2,2,1,2,64-bit,10,32,2,25.6
Legacy Intel® Celeron® Processor,Desktop,2013.25,32,37,1,2,2,1.5,64-bit,35,32,2,17
Intel® Celeron® Processor G Series,Desktop,2013,22,42,2,2,2.6,2,64-bit,55,32,2,21
Intel® Pentium® Processor 2000 Series,Mobile,2013,22,134,2,2,2.5,2,64-bit,35,32,2,25.6
Intel® Pentium® Processor 2000 Series,Mobile,2013,22,310.6126932084309,2,2,1.1,2,64-bit,10,32,2,25.6
Intel® Celeron® Processor G Series,Desktop,2013,22,42,2,2,2.3,2,64-bit,35,32,2,21
Intel® Celeron® Processor G Series,Desktop,2013,22,40,2,2,2.7,2,64-bit,55,32,2,21
Intel® Atom™ Processor Z Series,Mobile,2013,32,310.6126932084309,1,2,13.353362115488396,512,32-bit,62.42167580910587,1,2,6.4
Intel® Celeron® Processor 1000 Series,Mobile,2013,22,75,2,2,1.8,2,64-bit,35,32,2,25.6
Intel® Pentium® Processor G Series,Desktop,2013,22,64,2,2,2.8,3,64-bit,55,32,2,21
Legacy Intel® Core™ Processors,Mobile,2013,32,310.6126932084309,2,4,2.3,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2013,32,310.6126932084309,2,4,1.5,3,64-bit,17,16,2,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2013,22,310.6126932084309,2,4,2.6,3,64-bit,35,32,2,25.6
Legacy Intel® Core™ Processors,Desktop,2013,22,117,2,4,3.2,3,64-bit,55,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,225,2,4,1.9,3,64-bit,17,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,310.6126932084309,2,4,1.4,3,64-bit,13,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,310.6126932084309,2,4,2.6,3,64-bit,35,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,225,2,4,2.6,3,64-bit,35,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,225,2,4,1.8,3,64-bit,17,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,310.6126932084309,2,4,1.5,3,64-bit,13,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,225,2,4,2.7,3,64-bit,35,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,266,2,4,2.9,3,64-bit,35,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,310.6126932084309,2,4,1.9,3,64-bit,17,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,310.6126932084309,2,4,1.5,3,64-bit,13,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,346,2,4,2,4,64-bit,17,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,346,2,4,3,4,64-bit,35,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,346,2,4,2.1,4,64-bit,17,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2013,22,310.6126932084309,2,4,1.5,4,64-bit,13,32,2,25.6
Intel® Pentium® Processor G Series,Desktop,2013,22,64,2,2,2.9,3,64-bit,55,32,2,21
Intel® Pentium® Processor G Series,Desktop,2013,22,64,2,2,2.5,3,64-bit,35,32,2,21
Intel® Pentium® Processor G Series,Desktop,2013,22,75,2,2,3.2,3,64-bit,55,32,2,25.6
Intel® Celeron® Processor 1000 Series,Mobile,2013,22,75,2,2,1.5,2,64-bit,17,32,2,25.6
Intel® Celeron® Processor 1000 Series,Embedded,2013,22,76,2,2,2.2,2,64-bit,35,16,2,25.6
Intel® Celeron® Processor 1000 Series,Mobile,2013,22,75,2,2,2.1,2,64-bit,35,32,2,25.6
Intel® Celeron® Processor 1000 Series,Mobile,2013,22,310.6126932084309,2,2,1.8,2,64-bit,17,32,2,25.6
Intel® Celeron® Processor 1000 Series,Embedded,2013,22,119,2,2,1.4,2,64-bit,17,16,2,25.6
Legacy Intel® Celeron® Processor,Embedded,2013,22,95,1,1,1.5,1,NA,17,16,2,25.6
Intel® Core™ X-series Processors,Desktop,2012.75,32,1,6,12,3.5,15,64-bit,150,64.45,4,51.2
Intel® Atom™ Processor S Series,Server,2012.75,32,54,2,4,1.6,1,64-bit,8.1,8,1,10.6
Intel® Atom™ Processor S Series,Server,2012.75,32,64,2,4,1.6,1,64-bit,6.1,8,1,10.6
Intel® Atom™ Processor S Series,Server,2012.75,32,310.6126932084309,2,4,2,1,64-bit,8.5,8,1,10.6
Intel® Itanium® Processor 9500 Series,Server,2012.75,32,1,4,8,1.73,20,NA,130,122.35792439372325,2.6157112526539277,35.07890148212729
